2023-12-05 16:02:41,0
2023-12-05 16:02:41,0
2023-12-05 16:02:42,0
2023-12-05 16:02:42,0
2023-12-05 16:02:42,0
2023-12-05 16:02:42,0
2023-12-05 16:02:43,0
2023-12-05 16:02:43,0
2023-12-05 16:02:43,0
2023-12-05 16:02:43,0
2023-12-05 16:02:44,0
2023-12-05 16:02:44,0
2023-12-05 16:02:44,0
2023-12-05 16:02:44,0
2023-12-05 16:02:45,0
2023-12-05 16:02:45,0
2023-12-05 16:02:45,0
2023-12-05 16:02:45,0
2023-12-05 16:02:46,0
2023-12-05 16:02:46,0
2023-12-05 16:02:46,0
2023-12-05 16:02:46,0
2023-12-05 16:02:47,0
2023-12-05 16:02:47,0
2023-12-05 16:02:47,0
2023-12-05 16:02:48,0
2023-12-05 16:02:48,0
2023-12-05 16:02:48,0
2023-12-05 16:02:48,0
2023-12-05 16:02:49,0
2023-12-05 16:02:49,0
2023-12-05 16:02:49,0
2023-12-05 16:02:49,0
2023-12-05 16:02:50,0
2023-12-05 16:02:50,0
2023-12-05 16:02:50,0
2023-12-05 16:02:50,0
2023-12-05 16:02:51,0
2023-12-05 16:02:51,0
2023-12-05 16:02:51,0
2023-12-05 16:02:51,0
2023-12-05 16:02:52,0
2023-12-05 16:02:52,0
2023-12-05 16:02:52,0
2023-12-05 16:02:52,0
2023-12-05 16:02:53,0
2023-12-05 16:02:53,0
2023-12-05 16:02:53,0
2023-12-05 16:02:53,0
2023-12-05 16:02:54,0
2023-12-05 16:02:54,0
2023-12-05 16:02:54,0
2023-12-05 16:02:55,0
2023-12-05 16:02:55,0
2023-12-05 16:02:55,0
2023-12-05 16:02:55,0
2023-12-05 16:02:56,0
2023-12-05 16:02:56,0
2023-12-05 16:02:56,0
2023-12-05 16:02:56,0
2023-12-05 16:02:57,0
2023-12-05 16:02:57,0
2023-12-05 16:02:57,0
2023-12-05 16:02:57,0
2023-12-05 16:02:58,0
2023-12-05 16:02:58,0
2023-12-05 16:02:58,0
2023-12-05 16:02:58,0
2023-12-05 16:02:59,0
2023-12-05 16:02:59,0
2023-12-05 16:02:59,0
2023-12-05 16:02:59,0
2023-12-05 16:03:00,0
2023-12-05 16:03:00,0
2023-12-05 16:03:00,0
2023-12-05 16:03:00,0
2023-12-05 16:03:01,0
2023-12-05 16:03:01,0
2023-12-05 16:03:01,0
2023-12-05 16:03:01,0
2023-12-05 16:03:02,0
2023-12-05 16:03:02,0
2023-12-05 16:03:02,0
2023-12-05 16:03:03,0
2023-12-05 16:03:03,0
2023-12-05 16:03:03,0
2023-12-05 16:03:03,0
2023-12-05 16:03:04,0
2023-12-05 16:03:04,0
2023-12-05 16:03:04,0
2023-12-05 16:03:04,0
2023-12-05 16:03:05,0
2023-12-05 16:03:05,0
2023-12-05 16:03:05,0
2023-12-05 16:03:05,0
2023-12-05 16:03:06,0
2023-12-05 16:03:06,0
2023-12-05 16:03:06,0
2023-12-05 16:03:06,0
2023-12-05 16:03:07,0
2023-12-05 16:03:07,0
2023-12-05 16:03:07,0
2023-12-05 16:03:07,0
2023-12-05 16:03:08,0
2023-12-05 16:03:08,0
2023-12-05 16:03:08,0
2023-12-05 16:03:08,0
2023-12-05 16:03:09,0
2023-12-05 16:03:09,0
2023-12-05 16:03:09,0
2023-12-05 16:03:09,0
2023-12-05 16:03:10,0
2023-12-05 16:03:10,0
2023-12-05 16:03:10,0
2023-12-05 16:03:11,0
2023-12-05 16:03:11,0
2023-12-05 16:03:11,0
2023-12-05 16:03:11,0
2023-12-05 16:03:12,0
2023-12-05 16:03:12,0
2023-12-05 16:03:12,0
2023-12-05 16:03:12,0
2023-12-05 16:03:13,0
2023-12-05 16:03:13,0
2023-12-05 16:03:13,0
2023-12-05 16:03:13,0
2023-12-05 16:03:14,0
2023-12-05 16:03:14,0
2023-12-05 16:03:14,0
2023-12-05 16:03:14,0
2023-12-05 16:03:15,0
2023-12-05 16:03:15,0
2023-12-05 16:03:15,0
2023-12-05 16:03:15,0
2023-12-05 16:03:16,0
2023-12-05 16:03:16,0
2023-12-05 16:03:16,0
2023-12-05 16:03:16,0
2023-12-05 16:03:17,0
2023-12-05 16:03:17,0
2023-12-05 16:03:17,0
2023-12-05 16:03:17,0
2023-12-05 16:03:18,0
2023-12-05 16:03:18,0
2023-12-05 16:03:18,0
2023-12-05 16:03:19,0
2023-12-05 16:03:19,0
2023-12-05 16:03:19,0
2023-12-05 16:03:19,0
2023-12-05 16:03:20,0
2023-12-05 16:03:20,0
2023-12-05 16:03:20,0
2023-12-05 16:03:20,0
2023-12-05 16:03:21,0
2023-12-05 16:03:21,0
2023-12-05 16:03:21,0
2023-12-05 16:03:21,0
2023-12-05 16:03:22,0
2023-12-05 16:03:22,0
2023-12-05 16:03:22,0
2023-12-05 16:03:22,0
2023-12-05 16:03:23,0
2023-12-05 16:03:23,0
2023-12-05 16:03:23,0
2023-12-05 16:03:23,0
2023-12-05 16:03:24,0
2023-12-05 16:03:24,0
2023-12-05 16:03:24,0
2023-12-05 16:03:24,0
2023-12-05 16:03:25,0
2023-12-05 16:03:25,0
2023-12-05 16:03:25,0
2023-12-05 16:03:25,0
2023-12-05 16:03:26,0
2023-12-05 16:03:26,0
2023-12-05 16:03:26,0
2023-12-05 16:03:27,0
2023-12-05 16:03:27,0
2023-12-05 16:03:27,0
2023-12-05 16:03:27,0
2023-12-05 16:03:28,0
2023-12-05 16:03:28,0
2023-12-05 16:03:28,0
2023-12-05 16:03:28,0
2023-12-05 16:03:29,0
2023-12-05 16:03:29,0
2023-12-05 16:03:29,0
2023-12-05 16:03:29,0
2023-12-05 16:03:30,0
2023-12-05 16:03:30,0
2023-12-05 16:03:30,0
2023-12-05 16:03:30,0
2023-12-05 16:03:31,0
2023-12-05 16:03:31,0
2023-12-05 16:03:31,0
2023-12-05 16:03:31,0
2023-12-05 16:03:32,0
2023-12-05 16:03:32,0
2023-12-05 16:03:32,0
2023-12-05 16:03:32,0
2023-12-05 16:03:33,0
2023-12-05 16:03:33,0
2023-12-05 16:03:33,0
2023-12-05 16:03:33,0
2023-12-05 16:03:34,0
2023-12-05 16:03:34,0
2023-12-05 16:03:34,0
2023-12-05 16:03:35,0
2023-12-05 16:03:35,0
2023-12-05 16:03:35,0
2023-12-05 16:03:35,0
2023-12-05 16:03:36,0
2023-12-05 16:03:36,0
2023-12-05 16:03:36,0
2023-12-05 16:03:36,0
2023-12-05 16:03:37,0
2023-12-05 16:03:37,0
2023-12-05 16:03:37,0
2023-12-05 16:03:37,0
2023-12-05 16:03:38,0
2023-12-05 16:03:38,0
2023-12-05 16:03:38,0
2023-12-05 16:03:38,0
2023-12-05 16:03:39,0
2023-12-05 16:03:39,0
2023-12-05 16:03:39,0
2023-12-05 16:03:39,0
2023-12-05 16:03:40,0
2023-12-05 16:03:40,0
2023-12-05 16:03:40,0
2023-12-05 16:03:40,0
2023-12-05 16:03:41,0
2023-12-05 16:03:41,0
2023-12-05 16:03:41,0
2023-12-05 16:03:41,0
2023-12-05 16:03:42,0
2023-12-05 16:03:42,0
2023-12-05 16:03:42,0
2023-12-05 16:03:43,0
2023-12-05 16:03:43,0
2023-12-05 16:03:43,0
2023-12-05 16:03:43,0
2023-12-05 16:03:44,0
2023-12-05 16:03:44,0
2023-12-05 16:03:44,0
2023-12-05 16:03:44,0
2023-12-05 16:03:45,0
2023-12-05 16:03:45,0
2023-12-05 16:03:45,0
2023-12-05 16:03:45,0
2023-12-05 16:03:46,0
2023-12-05 16:03:46,0
2023-12-05 16:03:46,0
2023-12-05 16:03:46,0
2023-12-05 16:03:47,0
2023-12-05 16:03:47,0
2023-12-05 16:03:47,0
2023-12-05 16:03:47,0
2023-12-05 16:03:48,0
2023-12-05 16:03:48,0
2023-12-05 16:03:48,0
2023-12-05 16:03:48,0
2023-12-05 16:03:49,0
2023-12-05 16:03:49,0
2023-12-05 16:03:49,0
2023-12-05 16:03:49,0
2023-12-05 16:03:50,0
2023-12-05 16:03:50,0
2023-12-05 16:03:50,0
2023-12-05 16:03:51,0
2023-12-05 16:03:51,0
2023-12-05 16:03:51,0
2023-12-05 16:03:51,0
2023-12-05 16:03:52,0
2023-12-05 16:03:52,0
2023-12-05 16:03:52,0
2023-12-05 16:03:52,0
2023-12-05 16:03:53,0
2023-12-05 16:03:53,0
2023-12-05 16:03:53,0
2023-12-05 16:03:53,0
2023-12-05 16:03:54,0
2023-12-05 16:03:54,0
2023-12-05 16:03:54,0
2023-12-05 16:03:54,0
2023-12-05 16:03:55,0
2023-12-05 16:03:55,0
2023-12-05 16:03:55,0
2023-12-05 16:03:55,0
2023-12-05 16:03:56,0
2023-12-05 16:03:56,0
2023-12-05 16:03:56,0
2023-12-05 16:03:56,0
2023-12-05 16:03:57,0
2023-12-05 16:03:57,0
2023-12-05 16:03:57,0
2023-12-05 16:03:57,0
2023-12-05 16:03:58,0
2023-12-05 16:03:58,0
2023-12-05 16:03:58,0
2023-12-05 16:03:59,0
2023-12-05 16:03:59,0
2023-12-05 16:03:59,0
2023-12-05 16:03:59,0
2023-12-05 16:04:00,0
2023-12-05 16:04:00,0
2023-12-05 16:04:00,0
2023-12-05 16:04:00,0
2023-12-05 16:04:01,0
2023-12-05 16:04:01,0
2023-12-05 16:04:01,0
2023-12-05 16:04:01,0
2023-12-05 16:04:02,0
2023-12-05 16:04:02,0
2023-12-05 16:04:02,0
2023-12-05 16:04:02,0
2023-12-05 16:04:03,0
2023-12-05 16:04:03,0
2023-12-05 16:04:03,0
2023-12-05 16:04:03,0
2023-12-05 16:04:04,0
2023-12-05 16:04:04,0
2023-12-05 16:04:04,0
2023-12-05 16:04:04,0
2023-12-05 16:04:05,0
2023-12-05 16:04:05,0
2023-12-05 16:04:05,0
2023-12-05 16:04:05,0
2023-12-05 16:04:06,0
2023-12-05 16:04:06,0
2023-12-05 16:04:06,0
2023-12-05 16:04:07,0
2023-12-05 16:04:07,0
2023-12-05 16:04:07,0
2023-12-05 16:04:07,0
2023-12-05 16:04:08,0
2023-12-05 16:04:08,0
2023-12-05 16:04:08,0
2023-12-05 16:04:08,0
2023-12-05 16:04:09,0
2023-12-05 16:04:09,0
2023-12-05 16:04:09,0
2023-12-05 16:04:09,0
2023-12-05 16:04:10,0
2023-12-05 16:04:10,0
2023-12-05 16:04:10,0
2023-12-05 16:04:10,0
2023-12-05 16:04:11,0
2023-12-05 16:04:11,0
2023-12-05 16:04:11,0
2023-12-05 16:04:11,0
2023-12-05 16:04:12,0
2023-12-05 16:04:12,0
2023-12-05 16:04:12,0
2023-12-05 16:04:12,0
2023-12-05 16:04:13,0
2023-12-05 16:04:13,0
2023-12-05 16:04:13,0
2023-12-05 16:04:14,0
2023-12-05 16:04:14,0
2023-12-05 16:04:14,0
2023-12-05 16:04:14,0
2023-12-05 16:04:15,0
2023-12-05 16:04:15,0
2023-12-05 16:04:15,0
2023-12-05 16:04:15,0
2023-12-05 16:04:16,0
2023-12-05 16:04:16,0
2023-12-05 16:04:16,0
2023-12-05 16:04:16,0
2023-12-05 16:04:17,0
2023-12-05 16:04:17,0
2023-12-05 16:04:17,0
2023-12-05 16:04:17,0
2023-12-05 16:04:18,0
2023-12-05 16:04:18,0
2023-12-05 16:04:18,0
2023-12-05 16:04:18,0
2023-12-05 16:04:19,0
2023-12-05 16:04:19,0
2023-12-05 16:04:19,0
2023-12-05 16:04:19,0
2023-12-05 16:04:20,0
2023-12-05 16:04:20,0
2023-12-05 16:04:20,0
2023-12-05 16:04:20,0
2023-12-05 16:04:21,0
2023-12-05 16:04:21,0
2023-12-05 16:04:21,0
2023-12-05 16:04:21,0
2023-12-05 16:04:22,0
2023-12-05 16:04:22,0
2023-12-05 16:04:22,0
2023-12-05 16:04:23,0
2023-12-05 16:04:23,0
2023-12-05 16:04:23,0
2023-12-05 16:04:23,0
2023-12-05 16:04:24,0
2023-12-05 16:04:24,0
2023-12-05 16:04:24,0
2023-12-05 16:04:24,0
2023-12-05 16:04:25,0
2023-12-05 16:04:25,0
2023-12-05 16:04:25,0
2023-12-05 16:04:25,0
2023-12-05 16:04:26,0
2023-12-05 16:04:26,0
2023-12-05 16:04:26,0
2023-12-05 16:04:26,0
2023-12-05 16:04:27,0
2023-12-05 16:04:27,0
2023-12-05 16:04:27,0
2023-12-05 16:04:27,0
2023-12-05 16:04:28,0
2023-12-05 16:04:28,0
2023-12-05 16:04:28,0
2023-12-05 16:04:28,0
2023-12-05 16:04:29,0
2023-12-05 16:04:29,0
2023-12-05 16:04:29,0
2023-12-05 16:04:30,0
2023-12-05 16:04:30,0
2023-12-05 16:04:30,0
2023-12-05 16:04:30,0
2023-12-05 16:04:31,0
2023-12-05 16:04:31,0
2023-12-05 16:04:31,0
2023-12-05 16:04:31,0
2023-12-05 16:04:32,0
2023-12-05 16:04:32,0
2023-12-05 16:04:32,0
2023-12-05 16:04:32,0
2023-12-05 16:04:33,0
2023-12-05 16:04:33,0
2023-12-05 16:04:33,0
2023-12-05 16:04:33,0
2023-12-05 16:04:34,0
2023-12-05 16:04:34,0
2023-12-05 16:04:34,0
2023-12-05 16:04:34,0
2023-12-05 16:04:35,0
2023-12-05 16:04:35,0
2023-12-05 16:04:35,0
2023-12-05 16:04:35,0
2023-12-05 16:04:36,0
2023-12-05 16:04:36,0
2023-12-05 16:04:36,0
2023-12-05 16:04:36,0
2023-12-05 16:04:37,0
2023-12-05 16:04:37,0
2023-12-05 16:04:37,0
2023-12-05 16:04:38,0
2023-12-05 16:04:38,0
2023-12-05 16:04:38,0
2023-12-05 16:04:38,0
2023-12-05 16:04:39,0
2023-12-05 16:04:39,0
2023-12-05 16:04:39,0
2023-12-05 16:04:39,0
2023-12-05 16:04:40,0
2023-12-05 16:04:40,0
2023-12-05 16:04:40,0
2023-12-05 16:04:40,0
2023-12-05 16:04:41,0
2023-12-05 16:04:41,0
2023-12-05 16:04:41,0
2023-12-05 16:04:41,0
2023-12-05 16:04:42,0
2023-12-05 16:04:42,0
2023-12-05 16:04:42,0
2023-12-05 16:04:42,0
2023-12-05 16:04:43,0
2023-12-05 16:04:43,0
2023-12-05 16:04:43,0
2023-12-05 16:04:43,0
2023-12-05 16:04:44,0
2023-12-05 16:04:44,0
2023-12-05 16:04:44,0
2023-12-05 16:04:44,0
2023-12-05 16:04:45,0
2023-12-05 16:04:45,0
2023-12-05 16:04:45,0
2023-12-05 16:04:46,0
2023-12-05 16:04:46,0
2023-12-05 16:04:46,0
2023-12-05 16:04:46,0
2023-12-05 16:04:47,0
2023-12-05 16:04:47,0
2023-12-05 16:04:47,0
2023-12-05 16:04:47,0
2023-12-05 16:04:48,0
2023-12-05 16:04:48,0
2023-12-05 16:04:48,0
2023-12-05 16:04:48,0
2023-12-05 16:04:49,0
2023-12-05 16:04:49,0
2023-12-05 16:04:49,0
2023-12-05 16:04:49,0
2023-12-05 16:04:50,0
2023-12-05 16:04:50,0
2023-12-05 16:04:50,0
2023-12-05 16:04:50,0
2023-12-05 16:04:51,0
2023-12-05 16:04:51,0
2023-12-05 16:04:51,0
2023-12-05 16:04:51,0
2023-12-05 16:04:52,0
2023-12-05 16:04:52,0
2023-12-05 16:04:52,0
2023-12-05 16:04:52,0
2023-12-05 16:04:53,0
2023-12-05 16:04:53,0
2023-12-05 16:04:53,0
2023-12-05 16:04:53,0
2023-12-05 16:04:54,0
2023-12-05 16:04:54,0
2023-12-05 16:04:54,0
2023-12-05 16:04:55,0
2023-12-05 16:04:55,0
2023-12-05 16:04:55,0
2023-12-05 16:04:55,0
2023-12-05 16:04:56,0
2023-12-05 16:04:56,0
2023-12-05 16:04:56,0
2023-12-05 16:04:56,0
2023-12-05 16:04:57,0
2023-12-05 16:04:57,0
2023-12-05 16:04:57,0
2023-12-05 16:04:57,0
2023-12-05 16:04:58,0
2023-12-05 16:04:58,0
2023-12-05 16:04:58,0
2023-12-05 16:04:58,0
2023-12-05 16:04:59,0
2023-12-05 16:04:59,0
2023-12-05 16:04:59,0
2023-12-05 16:04:59,0
2023-12-05 16:05:00,0
2023-12-05 16:05:00,0
2023-12-05 16:05:00,0
2023-12-05 16:05:00,0
2023-12-05 16:05:01,0
2023-12-05 16:05:01,0
2023-12-05 16:05:01,0
2023-12-05 16:05:02,0
2023-12-05 16:05:02,0
2023-12-05 16:05:02,0
2023-12-05 16:05:02,0
2023-12-05 16:05:03,0
2023-12-05 16:05:03,0
2023-12-05 16:05:03,0
2023-12-05 16:05:03,0
2023-12-05 16:05:04,0
2023-12-05 16:05:04,0
2023-12-05 16:05:04,0
2023-12-05 16:05:04,0
2023-12-05 16:05:05,0
2023-12-05 16:05:05,0
2023-12-05 16:05:05,0
2023-12-05 16:05:05,0
2023-12-05 16:05:06,0
2023-12-05 16:05:06,0
2023-12-05 16:05:06,0
2023-12-05 16:05:06,0
2023-12-05 16:05:07,0
2023-12-05 16:05:07,0
2023-12-05 16:05:07,0
2023-12-05 16:05:07,0
2023-12-05 16:05:08,0
2023-12-05 16:05:08,0
2023-12-05 16:05:08,0
2023-12-05 16:05:08,0
2023-12-05 16:05:09,0
2023-12-05 16:05:09,0
2023-12-05 16:05:09,0
2023-12-05 16:05:10,0
2023-12-05 16:05:10,0
2023-12-05 16:05:10,0
2023-12-05 16:05:10,0
2023-12-05 16:05:11,0
2023-12-05 16:05:11,0
2023-12-05 16:05:11,0
2023-12-05 16:05:11,0
2023-12-05 16:05:12,0
2023-12-05 16:05:12,0
2023-12-05 16:05:12,0
2023-12-05 16:05:12,0
2023-12-05 16:05:13,0
2023-12-05 16:05:13,0
2023-12-05 16:05:13,0
2023-12-05 16:05:13,0
2023-12-05 16:05:14,0
2023-12-05 16:05:14,0
2023-12-05 16:05:14,0
2023-12-05 16:05:14,0
2023-12-05 16:05:15,0
2023-12-05 16:05:15,0
2023-12-05 16:05:15,0
2023-12-05 16:05:15,0
2023-12-05 16:05:16,0
2023-12-05 16:05:16,0
2023-12-05 16:05:16,0
2023-12-05 16:05:16,0
2023-12-05 16:05:17,0
2023-12-05 16:05:17,0
2023-12-05 16:05:17,0
2023-12-05 16:05:18,0
2023-12-05 16:05:18,0
2023-12-05 16:05:18,0
2023-12-05 16:05:18,0
2023-12-05 16:05:19,0
2023-12-05 16:05:19,0
2023-12-05 16:05:19,0
2023-12-05 16:05:19,0
2023-12-05 16:05:20,0
2023-12-05 16:05:20,0
2023-12-05 16:05:20,0
2023-12-05 16:05:20,0
2023-12-05 16:05:21,0
2023-12-05 16:05:21,0
2023-12-05 16:05:21,0
2023-12-05 16:05:21,0
2023-12-05 16:05:22,0
2023-12-05 16:05:22,0
2023-12-05 16:05:22,0
2023-12-05 16:05:22,0
2023-12-05 16:05:23,0
2023-12-05 16:05:23,0
2023-12-05 16:05:23,0
2023-12-05 16:05:23,0
2023-12-05 16:05:24,0
2023-12-05 16:05:24,0
2023-12-05 16:05:24,0
2023-12-05 16:05:24,0
2023-12-05 16:05:25,0
2023-12-05 16:05:25,0
2023-12-05 16:05:25,0
2023-12-05 16:05:26,0
2023-12-05 16:05:26,0
2023-12-05 16:05:26,0
2023-12-05 16:05:26,0
2023-12-05 16:05:27,0
2023-12-05 16:05:27,0
2023-12-05 16:05:27,0
2023-12-05 16:05:27,0
2023-12-05 16:05:28,0
2023-12-05 16:05:28,0
2023-12-05 16:05:28,0
2023-12-05 16:05:29,0
2023-12-05 16:05:29,0
2023-12-05 16:05:29,0
2023-12-05 16:05:29,0
2023-12-05 16:05:29,0
2023-12-05 16:05:30,0
2023-12-05 16:05:30,0
2023-12-05 16:05:30,0
2023-12-05 16:05:30,0
2023-12-05 16:05:31,0
2023-12-05 16:05:31,0
2023-12-05 16:05:31,0
2023-12-05 16:05:31,0
2023-12-05 16:05:32,0
2023-12-05 16:05:32,0
2023-12-05 16:05:32,0
2023-12-05 16:05:32,0
2023-12-05 16:05:33,0
2023-12-05 16:05:33,0
2023-12-05 16:05:33,0
2023-12-05 16:05:34,0
2023-12-05 16:05:34,0
2023-12-05 16:05:34,0
2023-12-05 16:05:34,0
2023-12-05 16:05:35,0
2023-12-05 16:05:35,0
2023-12-05 16:05:35,0
2023-12-05 16:05:35,0
2023-12-05 16:05:36,0
2023-12-05 16:05:36,0
2023-12-05 16:05:36,0
2023-12-05 16:05:36,0
2023-12-05 16:05:37,0
2023-12-05 16:05:37,0
2023-12-05 16:05:37,0
2023-12-05 16:05:37,0
2023-12-05 16:05:38,0
2023-12-05 16:05:38,0
2023-12-05 16:05:38,0
2023-12-05 16:05:38,0
2023-12-05 16:05:39,0
2023-12-05 16:05:39,0
2023-12-05 16:05:39,0
2023-12-05 16:05:39,0
2023-12-05 16:05:40,0
2023-12-05 16:05:40,0
2023-12-05 16:05:40,0
2023-12-05 16:05:40,0
2023-12-05 16:05:41,0
2023-12-05 16:05:41,0
2023-12-05 16:05:41,0
2023-12-05 16:05:42,0
2023-12-05 16:05:42,0
2023-12-05 16:05:42,0
2023-12-05 16:05:42,0
2023-12-05 16:05:43,0
2023-12-05 16:05:43,0
2023-12-05 16:05:43,0
2023-12-05 16:05:43,0
2023-12-05 16:05:44,0
2023-12-05 16:05:44,0
2023-12-05 16:05:44,0
2023-12-05 16:05:44,0
2023-12-05 16:05:45,0
2023-12-05 16:05:45,0
2023-12-05 16:05:45,0
2023-12-05 16:05:45,0
2023-12-05 16:05:46,0
2023-12-05 16:05:46,0
2023-12-05 16:05:46,0
2023-12-05 16:05:46,0
2023-12-05 16:05:47,0
2023-12-05 16:05:47,0
2023-12-05 16:05:47,0
2023-12-05 16:05:47,0
2023-12-05 16:05:48,0
2023-12-05 16:05:48,0
2023-12-05 16:05:48,0
2023-12-05 16:05:48,0
2023-12-05 16:05:49,0
2023-12-05 16:05:49,0
2023-12-05 16:05:49,0
2023-12-05 16:05:50,0
2023-12-05 16:05:50,0
2023-12-05 16:05:50,0
2023-12-05 16:05:50,0
2023-12-05 16:05:51,0
2023-12-05 16:05:51,0
2023-12-05 16:05:51,0
2023-12-05 16:05:51,0
2023-12-05 16:05:52,0
2023-12-05 16:05:52,0
2023-12-05 16:05:52,0
2023-12-05 16:05:52,0
2023-12-05 16:05:53,0
2023-12-05 16:05:53,0
2023-12-05 16:05:53,0
2023-12-05 16:05:53,0
2023-12-05 16:05:54,0
2023-12-05 16:05:54,0
2023-12-05 16:05:54,0
2023-12-05 16:05:55,0
2023-12-05 16:05:55,0
2023-12-05 16:05:55,0
2023-12-05 16:05:55,0
2023-12-05 16:05:55,0
2023-12-05 16:05:56,0
2023-12-05 16:05:56,0
2023-12-05 16:05:56,0
2023-12-05 16:05:56,0
2023-12-05 16:05:57,0
2023-12-05 16:05:57,0
2023-12-05 16:05:57,0
2023-12-05 16:05:58,0
2023-12-05 16:05:58,0
2023-12-05 16:05:58,0
2023-12-05 16:05:58,0
2023-12-05 16:05:59,0
2023-12-05 16:05:59,0
2023-12-05 16:05:59,0
2023-12-05 16:05:59,0
2023-12-05 16:06:00,0
2023-12-05 16:06:00,0
2023-12-05 16:06:00,0
2023-12-05 16:06:00,0
2023-12-05 16:06:01,0
2023-12-05 16:06:01,0
2023-12-05 16:06:01,0
2023-12-05 16:06:01,0
2023-12-05 16:06:02,0
2023-12-05 16:06:02,0
2023-12-05 16:06:02,0
2023-12-05 16:06:02,0
2023-12-05 16:06:03,0
2023-12-05 16:06:03,0
2023-12-05 16:06:03,0
2023-12-05 16:06:03,0
2023-12-05 16:06:04,0
2023-12-05 16:06:04,0
2023-12-05 16:06:04,0
2023-12-05 16:06:04,0
2023-12-05 16:06:05,0
2023-12-05 16:06:05,0
2023-12-05 16:06:05,0
2023-12-05 16:06:06,0
2023-12-05 16:06:06,0
2023-12-05 16:06:06,0
2023-12-05 16:06:06,0
2023-12-05 16:06:07,0
2023-12-05 16:06:07,0
2023-12-05 16:06:07,0
2023-12-05 16:06:07,0
2023-12-05 16:06:08,0
2023-12-05 16:06:08,0
2023-12-05 16:06:08,0
2023-12-05 16:06:08,0
2023-12-05 16:06:09,0
2023-12-05 16:06:09,0
2023-12-05 16:06:09,0
2023-12-05 16:06:09,0
2023-12-05 16:06:10,0
